sample_id,AC012645.3_T,AC017002.1_T,AC021188.1_T,AC023157.3_T,AC048341.1_T,AC243829.4_T,ADAM28_T,AL139274.2_T,AL512625.1_T,AL627171.1_T,ALOX5_T,ALOX5AP_T,AMT_T,ANKRD28_T,ANKS1B_T,ANTXR2_T,AREG_T,ARID5B_T,ARMH1_T,ARRDC3_T,ATF3_T,ATP1B1_T,AZGP1_T,BCL2L11_T,BHLHE40_T,BTG2_T,C1orf54_T,C1QA_T,C1QB_T,CAPG_T,CARMIL3_T,CBLB_T,CCDC112_T,CCND2_T,CCNH_T,CD160_T,CD38_T,CD55_T,CD79A_T,CEBPD_T,CEMIP2_T,CH25H_T,CHST12_T,CISH_T,CLNK_T,COL5A2_T,COL8A1_T,CPT1B_T,CRTAM_T,CRYBG1_T,CSF1_T,CTLA4_T,CXCR4_T,CXCR5_T,CYTOR_T,DDIT4_T,DNAJB1_T,DTHD1_T,DUSP1_T,EMILIN1_T,ENTPD1_T,ERN1_T,EZH1_T,FASLG_T,FCRL3_T,FXYD2_T,GABPB1-AS1_T,GIMAP4_T,GLIPR1_T,GPR25_T,HAGHL_T,HECTD2_T,HIST1H1D_T,HLA-B_T,HMOX1_T,HNRNPLL_T,HSPA1A_T,HSPA1B_T,HSPA6_T,HSPH1_T,ICAM1_T,IER2_T,IER5_T,IER5L_T,IL2RB_T,IL6ST_T,IL9R_T,ILDR2_T,IRF1_T,IRF4_T,IRF8_T,ITGB8_T,JUNB_T,KBTBD6_T,KDM7A_T,KLF10_T,KPNA5_T,KRT15_T,KRT7_T,KRT86_T,LINC01943_T,LYST_T,LYZ_T,MACF1_T,MAN1C1_T,MAN2A1_T,MARCH9_T,METRNL_T,MGLL_T,MIR4435-2HG_T,MS4A6A_T,MT1E_T,MT2A_T,MTHFD2_T,MTURN_T,MTX3_T,MYB_T,NABP1_T,NFKBIA_T,NOL3_T,NR4A2_T,OASL_T,PARP8_T,PDCD1_T,PDE1B_T,PELI1_T,PILRB_T,PLAC8_T,PMAIP1_T,PMEPA1_T,PPP1R14B_T,PRDM1_T,PTGDS_T,PTGER4_T,QSER1_T,RAB38_T,RALGAPA2_T,RASGEF1B_T,RDH10_T,RGS1_T,RGS16_T,RGS18_T,RNPC3_T,S100B_T,SAT1_T,SELL_T,SGK1_T,SLC16A1-AS1_T,SLFN12L_T,SPON2_T,SYNGAP1-AS1_T,SYNJ2BP_T,SYTL3_T,TACSTD2_T,TAGAP_T,TEX22_T,TGIF1_T,THUMPD3-AS1_T,TIMP1_T,TMEM176A_T,TNF_T,TNFSF14_T,TOX_T,TSC22D2_T,TSC22D3_T,TSPYL2_T,TXNIP_T,XBP1_T,ZFP36_T,ZFP36L1_T,ZFP36L2_T,ZNF507_T,ZNF600_T,ZNF683_T,AC093690.1_T,GHRLOS_T,IGLV3-10_T,AL603756.1_T,DAPL1_T,PARD6G-AS1_T,AC002467.1_M,AC005224.3_M,AC009237.14_M,AC016596.1_M,AC093297.2_M,ACRBP_M,ACSL1_M,ADPGK_M,AGAP4_M,AIMP1_M,AKIRIN1_M,AL138724.1_M,AL157392.5_M,ALDH18A1_M,ALOX15B_M,ANKLE2_M,ANTXR1_M,AP2B1_M,APOL1_M,ARHGAP5_M,ARMC1_M,ATP1B3_M,ATP5F1C_M,ATP9B_M,ATXN7L2_M,BCL6_M,BRD3OS_M,C6orf62_M,CASTOR1_M,CBX6_M,CCL8_M,CD163L1_M,CD40_M,CDC42EP3_M,CEP68_M,CFLAR-AS1_M,CH25H_M,CLDN23_M,CLIC4_M,CPED1_M,CRK_M,CUL5_M,CYBC1_M,DERL1_M,DNAJC5_M,DST_M,DTWD1_M,DUSP6_M,EFR3A_M,EI24_M,EMC7_M,ETS2_M,FAM13B_M,FAM172A_M,FAM19A2_M,FAM214A_M,FAM72A_M,FANCA_M,FARP1_M,FKBP5_M,GCNT1_M,GLUL_M,GPR183_M,GRASP_M,HADHA_M,HARS2_M,HAUS1_M,HCAR2_M,HDHD3_M,HERPUD1_M,HSPA1A_M,IFNGR1_M,IGLC3_M,IRGQ_M,IRS2_M,ITPKC_M,JDP2_M,KCTD7_M,KLF9_M,KRT10_M,LINC00467_M,LINC02265_M,LMNB1_M,LPCAT3_M,LSM14B_M,LST1_M,LYRM2_M,MAFG_M,MAP3K10_M,MAP3K8_M,MDP1_M,MFHAS1_M,MFSD10_M,MGAT4B_M,MIATNB_M,MICU1_M,MIER3_M,MRPL21_M,MSL1_M,MT2A_M,MYC_M,MYO5A_M,NAA60_M,NEU3_M,NLRP3_M,NOP10_M,NRM_M,NUDT16_M,ODR4_M,PAGR1_M,PAPSS2_M,PARL_M,PCNX1_M,PDK4_M,PER1_M,PI4K2A_M,PIGH_M,PIGT_M,PLEKHA7_M,PMEPA1_M,PNRC2_M,POLH_M,PPP4R3B_M,PRAM1_M,PRRC2B_M,PSTPIP2_M,PTPRM_M,PTS_M,QARS_M,RAB20_M,RAB9A_M,RBM33_M,RCAN1_M,RDX_M,REL_M,RGS1_M,RGS12_M,RHOB_M,RHOH_M,RNF11_M,RNF144B_M,RPP14_M,RXRA_M,SAMSN1_M,SAP30_M,SASH1_M,SBF1_M,SFR1_M,SH3BGRL_M,SH3TC1_M,SHARPIN_M,SIAH2_M,SLA_M,SLC19A2_M,SLC1A3_M,SLC25A44_M,SMARCAD1_M,SMCR8_M,SMIM3_M,SMS_M,SNHG12_M,SRI_M,SSFA2_M,SSR3_M,ST3GAL6_M,SYNGR3_M,TAPBPL_M,TET2_M,TEX261_M,TMCC3_M,TNFAIP3_M,TOR2A_M,TP53INP1_M,TRIM47_M,TRMT112_M,TSC22D1_M,TSC22D3_M,TSIX_M,TSPAN14_M,TSPYL1_M,UBE2I_M,UBE3B_M,VAPB_M,VASH1_M,VEGFA_M,VSIG4_M,WWC2_M,ZBTB7B_M,ZC3HAV1_M,ZFAND5_M,ZFP36L1_M,ZNF331_M,ZNF503_M,ZNF510_M,AATBC_M,AC018529.2_M,SLC6A12_M,MPO_M,treatment,patient_id
BIOKEY_10_Pre,24.46821,209.30963,0.0,38.163456,0.0,287.63654,97.84007,22.649132,0.0,32.58298,0.0,3426.3948,0.0,581.49133,78.496994,20.76992,66.40001,466.69714,647.17554,37.758286,131.24062,207.34923,316.25266,378.7034,1764.0458,1377.7662,32.304245,154.74324,97.08737,1878.6243,69.20951,1340.787,0.0,2463.9983,670.0362,216.13237,278.88882,129.55864,0.0,43.419052,587.84406,0.0,1532.8146,848.23145,405.2346,151.51875,189.73294,22.318798,619.92474,135.32298,941.2318,568.242,1123.1292,0.0,2065.6465,1697.7245,557.23395,0.0,779.9381,0.0,948.41205,78.26351,302.83426,1741.285,192.4297,0.0,350.20438,755.2837,837.6882,1285.3666,400.28217,425.7684,375.53348,8360.815,333.67917,1146.3114,388.59036,228.03691,0.0,635.5045,131.9013,2179.2305,291.3381,136.34113,2953.7935,175.12096,380.43158,82.80844,1959.7765,117.91012,125.39538,0.0,3853.5164,108.24744,254.73608,924.3058,153.82808,93.19583,371.01212,1881.7832,570.6568,1200.5714,393.93585,970.22845,63.3073,66.00309,75.27333,22.649132,123.38118,1228.7448,43.773968,652.498,4103.2173,1559.7983,58.549164,173.57991,114.3069,76.531235,1513.7751,0.0,1282.97,1663.8381,738.0647,2119.476,26.376884,679.8431,0.0,0.0,223.90056,288.5101,1182.1576,694.6457,19.500477,821.1642,52.23907,29.368391,126.63241,413.325,19.18428,2087.9236,1232.4778,0.0,327.7809,0.0,1104.7036,343.35306,64.39544,152.58192,694.65393,98.18745,0.0,0.0,415.20938,58.916656,395.99063,0.0,410.17535,624.7878,578.7172,62.78252,721.1204,948.9072,1160.3374,357.29947,1483.2115,460.0564,1659.4668,1310.6212,2374.3933,3630.1628,3039.2292,169.88223,310.56613,3021.9731,0.0,0.0,77.98808,0.0,0.0,0.0,5.8242636,0.0,2.5743842,0.0,4.163455,10.67163,91.184944,214.29115,6.340537,92.16651,95.84692,9.642126,0.0,9.5699415,16.706518,58.003956,23.220661,78.65716,93.60152,67.25716,71.25017,183.98509,323.65244,48.329014,3.640751,22.133036,10.6787,253.32855,3.46229,52.55398,299.90414,18.377441,200.38463,9.959491,2.6667142,0.0,0.0,45.301197,159.64413,132.10931,96.73341,92.839386,190.22264,99.54451,113.882576,208.74146,65.663376,152.5797,176.78792,121.54184,132.33124,51.434513,67.0753,28.442701,0.0,22.098406,6.398117,13.534864,67.9834,63.613976,88.22266,828.2843,101.19286,3.6534739,192.88889,42.447536,51.298786,43.067577,41.448357,231.33818,200.41846,194.07037,69.54244,23.808811,11.574475,7.3076196,30.21815,36.252316,35.59986,156.15712,37.79087,0.0,47.413887,44.80989,11.540395,444.87198,115.588005,68.728325,14.982736,121.361336,12.572446,63.328728,146.24063,48.08824,4.163455,41.44375,12.1014,77.57885,48.267975,518.03906,54.00276,197.02039,54.612183,48.647945,27.030918,478.8361,20.621824,109.14914,49.747658,39.196762,81.02853,138.68204,51.78908,11.441044,15.718424,43.171307,42.07564,119.8885,13.511969,34.000145,159.43741,9.141116,114.66266,12.900062,101.013985,84.757904,35.620842,54.84956,90.54102,108.60046,159.13533,46.72303,22.227833,82.55835,139.88779,203.72156,70.99676,192.09108,26.927929,73.11416,92.340965,30.658054,79.41883,85.36738,16.826077,110.00053,35.791256,31.360659,446.76926,56.659374,131.86124,7.2558594,123.67902,6.475065,133.99496,23.774904,36.60631,31.457865,50.60434,283.9364,183.91034,208.64824,62.83194,281.7839,105.8618,0.0,83.2398,80.106186,46.747486,20.550486,92.81501,70.918785,47.461388,91.81789,419.23657,58.088303,204.84306,0.0,107.20527,73.02571,223.02655,47.23899,32.541073,130.21892,17.1421,188.62889,43.38589,44.070087,144.22913,229.13943,469.23627,70.23615,19.512342,4.343634,12.615222,7.7476854,13.563283,0.0,0,BIOKEY_10
BIOKEY_10_On,110.832664,406.82278,90.833984,55.99785,17.416742,752.5783,42.721153,3.6851072,35.388786,169.64479,21.665451,2995.1687,39.102993,1223.0477,265.94604,109.04183,636.05133,1089.6744,608.1116,249.60251,423.84088,139.99207,161.5037,594.40674,1114.3827,947.0334,12.496773,368.7558,409.96152,1264.4525,128.18297,2405.8938,24.80189,1808.9318,627.97565,79.13092,1002.562,355.5942,141.95581,417.86548,1217.9368,53.079082,1737.0255,377.364,388.11945,49.40778,21.988562,31.621138,549.9553,249.87573,705.7237,1995.622,2119.1304,22.522566,2689.0984,2369.4875,2276.6174,64.80328,2522.3005,8.382918,1310.3112,254.20258,185.44888,1268.4895,123.87408,75.34017,1168.123,1162.6426,825.5083,713.1024,272.8298,448.94974,295.30228,7602.749,414.95892,1285.8446,1949.8651,1301.3634,142.35207,876.53235,144.481,1703.3105,186.94876,88.932396,2638.6328,592.60986,261.9918,96.39894,1674.5286,382.31653,215.86307,33.36036,3818.9539,22.758322,182.3809,226.31717,159.53423,10.497011,210.4713,1026.2865,1114.5146,1625.6731,721.842,1390.4055,50.89334,333.80652,54.13522,165.0262,47.35247,1815.2255,203.59996,1051.1503,4577.5317,1713.1395,123.78585,227.0137,73.30184,420.9872,1935.0645,2.9667637,1529.1453,1112.9028,1031.0944,2496.2563,44.29292,806.3626,208.65686,35.330257,559.62384,207.13788,534.8647,1904.2948,36.078487,1419.31,10.669704,109.79036,135.35605,108.07275,372.21924,3932.6536,323.52206,12.980788,254.0173,17.415459,2002.3414,330.26138,407.52094,130.59953,770.00665,113.067535,3.063592,20.638361,862.4761,33.14002,1161.0071,10.934672,934.17523,449.1166,258.97397,43.237297,464.17157,263.74515,1182.3331,188.66548,3936.9683,655.65015,2076.351,953.5876,3744.3743,2899.1492,4722.9097,158.75969,239.03813,2601.0515,22.911736,31.293028,4.469999,41.350178,5.9448166,12.675209,0.7658865,6.1268706,4.768139,2.4394016,2.5340903,27.823116,136.86118,228.84909,4.4254045,122.197464,64.09036,10.986552,7.2250457,18.847116,38.629753,54.36403,18.293379,70.13196,136.35385,38.11259,52.42524,225.38126,336.28015,38.66932,2.9150689,45.914448,3.3181386,241.63916,7.620792,17.717049,188.1684,18.849316,213.87306,30.300854,13.187531,5.8189235,22.158016,28.260397,153.25838,87.90905,77.26343,74.521866,194.43596,146.61917,76.44159,135.69255,44.9127,78.20152,155.93501,82.64867,166.41205,82.87396,50.773945,24.353527,7.863864,23.390167,27.446383,23.289286,48.638275,156.27054,129.48656,934.0909,152.58807,28.940928,215.00589,36.445137,62.496853,21.930063,21.406343,444.77823,685.6892,255.3043,45.883533,11.64585,35.047115,18.290062,48.75914,17.225388,79.15862,124.33917,36.688007,5.689015,61.183754,46.848564,14.316687,468.33087,81.75566,44.59755,7.198007,150.49626,24.899221,25.184208,121.802025,42.529503,9.248781,74.55632,9.357232,88.82353,32.69153,714.11743,104.7882,124.381386,66.90705,28.573578,56.956623,411.08575,29.505762,140.96791,40.393997,35.02794,43.289963,148.44109,69.06609,170.53137,113.5563,47.552162,41.459976,145.51399,22.11668,14.404964,104.50863,11.026859,86.408035,36.438797,79.87423,148.9129,27.662102,37.906746,101.05637,115.93327,130.1492,62.263252,30.21107,94.83569,176.34361,644.7525,56.40768,376.54462,62.50081,62.59219,169.69788,24.24927,67.573494,193.33762,50.45297,78.28569,25.833275,29.828495,495.78946,96.86961,97.377686,52.646988,163.81233,19.31505,273.7539,14.870583,27.71758,22.724607,101.17673,239.48532,98.78034,209.25693,68.068794,337.20917,81.86694,2.4091191,107.39854,47.823017,31.54713,17.175701,280.47824,75.54956,36.90083,56.031807,288.19867,67.74837,476.06485,8.390758,181.91142,56.442562,270.11978,31.100353,38.047115,106.0298,35.855587,315.37442,24.554865,43.885967,88.85058,327.5355,435.2098,95.579155,11.999757,6.10601,9.2398205,4.2646403,20.823042,1.373772,1,BIOKEY_10
BIOKEY_16_Pre,32.2426,44.00603,21.264273,7.8400507,14.954154,878.0337,121.87596,5.4893036,12.104356,67.2393,15.013875,4256.097,10.638963,476.21744,61.336178,38.812016,154.62128,642.5223,107.005226,254.22519,89.12483,34.95345,0.0,459.13324,847.51556,1008.5916,12.229074,99.903496,108.03451,586.3172,20.25246,1768.4633,20.607677,2187.6165,473.45602,11.608496,1476.9731,163.36261,50.054695,66.78893,1331.4113,0.0,2167.0513,1189.4993,482.8953,9.440738,42.283623,19.187412,578.96356,337.15555,997.34924,2224.8477,2054.6567,19.02409,1805.0061,2144.149,763.51874,320.97888,1456.0876,0.0,537.00336,153.82544,187.11745,1820.8798,53.900135,77.17718,430.92065,1987.8727,697.0028,485.63043,174.47926,240.16814,289.10278,9250.818,174.4938,841.4772,242.07053,87.67989,12.410435,649.5086,54.56048,1531.8647,191.54977,81.98168,2107.0083,769.3987,108.30538,19.98035,1759.8516,233.95335,30.998865,24.17501,4341.4697,28.096886,213.03131,437.73557,212.76205,5.108709,46.91714,3784.1091,826.7207,1807.7745,30.75493,1219.877,111.21351,334.54297,27.228321,78.04494,8.252699,1402.8473,147.71103,817.1725,4773.7295,1228.0787,32.185066,104.96021,6.401103,337.40115,1125.3055,6.117439,2512.5076,1679.1962,1469.7826,2598.8198,28.762503,344.34015,147.5272,25.441422,337.66193,75.2907,155.17726,958.5165,3.5769978,1141.031,113.98418,5.017576,75.7851,176.93564,90.66032,3521.363,188.60574,4.906357,258.61166,5.134172,2034.0879,337.67642,228.77716,168.70775,1081.6577,104.27308,4.5498137,30.677958,1090.1532,22.04706,1067.2672,12.495978,483.9946,420.58713,78.03457,21.681536,717.6983,348.26498,1502.2122,213.0569,3063.6025,413.55646,2530.368,591.993,3860.5408,3777.3875,4935.131,150.30457,312.0504,1486.1128,23.500023,6.1166296,58.13554,8.167461,4.559076,4.7117405,4.6728244,9.313843,1.7670496,0.64013726,3.052729,21.211264,178.37505,206.48167,5.1299405,119.499756,106.89262,1.2503932,0.6652545,15.005082,16.768282,74.27473,25.086477,129.5882,84.70117,55.41847,71.58441,170.10712,262.49942,56.99953,4.338282,51.48474,8.293509,353.35043,3.7162328,47.777523,307.6088,23.311365,145.97124,25.869009,17.209631,1.8372611,10.106478,28.149094,132.17285,80.45779,102.66458,92.23002,202.22227,125.189285,108.1072,112.7571,43.30995,237.47136,215.35046,104.439095,135.5743,103.345276,85.36769,27.544287,4.4906983,23.99463,22.659502,15.139336,39.655064,206.10724,104.672005,858.9074,137.27391,18.396095,187.36952,26.976273,51.755405,34.156765,30.374264,301.10556,186.89317,302.97336,49.090496,10.784921,47.018738,8.363121,63.083805,17.57572,68.24427,76.177315,48.82942,0.50375783,54.574512,41.8268,24.495554,428.5775,84.44038,62.310654,11.187254,162.88742,36.138012,45.848167,107.48231,48.204952,4.4455028,69.28328,17.791351,93.83924,69.63715,643.67206,25.131374,153.1804,87.20293,27.45068,52.087265,347.81656,26.075691,102.2806,39.651337,51.236233,34.514664,113.60192,82.687,37.862408,86.8262,73.324005,51.72517,135.28108,20.553036,23.63369,198.20433,6.83799,93.642525,42.22645,108.69432,122.83803,24.972427,52.344315,82.87907,178.74532,135.89928,61.239487,51.622456,107.17394,221.81836,458.7571,65.38981,233.91507,40.374416,99.265175,145.15576,40.208427,116.58774,222.07501,69.60873,101.16498,26.63353,22.72836,407.38,82.90525,101.19089,50.569046,206.47488,9.294345,249.9326,33.746136,35.435627,66.95141,65.76418,244.9056,110.641235,178.62672,85.44381,256.0769,114.11736,1.4985734,82.7896,68.317,39.083847,43.52818,253.67746,64.56835,36.324673,48.60595,278.63174,62.731342,276.1558,9.416063,155.51688,63.174988,242.39151,34.99733,38.33453,141.50687,48.82487,274.2453,21.723066,54.511852,175.7136,326.18652,673.5368,118.212875,32.3726,7.5026217,7.025372,12.530566,13.199428,3.9797943,0,BIOKEY_16
BIOKEY_16_On,54.54381,130.79771,71.436806,57.688618,17.186268,964.01715,99.022484,26.977602,15.936597,265.71286,18.860388,3878.858,12.649149,1107.4954,90.06662,86.346756,265.98132,901.09076,280.45578,298.4225,263.18494,44.228928,12.817566,606.55194,627.88446,727.91583,44.775566,654.08453,637.3005,938.29297,37.74237,2032.443,14.462237,1717.2231,834.50964,34.75151,1119.6287,323.7352,66.57327,333.69052,1239.1506,61.70941,2287.3354,986.81464,502.8347,19.741014,28.715765,15.118526,627.884,319.30048,1064.705,2332.2275,2434.635,23.363071,2235.5378,2403.1804,1814.2571,280.42773,2667.9248,7.3163304,767.1103,315.08377,175.2824,1378.5424,87.78308,57.050625,621.9732,1884.1027,646.904,479.37302,206.2171,295.6127,420.26492,7813.0645,304.75168,959.7821,1315.8715,819.19055,43.273438,861.12744,49.728294,1434.0233,185.39684,73.291695,1993.1549,1033.8835,165.99268,30.745163,1309.7281,317.97842,40.69043,31.463379,3366.0715,24.545649,132.33685,209.40065,122.93772,37.07455,148.49194,3894.194,862.9383,1537.1146,157.17451,1169.8612,44.195137,250.92223,38.351685,73.90464,17.468065,1581.1393,301.54944,1368.6981,4782.9434,1384.0404,39.441784,148.43211,34.642197,341.32996,2041.8348,25.363926,1367.7466,1648.1036,1573.6777,2474.6475,34.161667,626.3377,164.22214,61.08679,645.4023,116.71075,278.33835,1481.9646,24.465984,1511.1315,73.07459,19.506355,112.71116,162.29773,115.11871,3813.1335,143.65677,5.3910503,212.65892,49.999493,2324.7761,459.94135,452.53366,169.20552,958.3486,247.99596,15.747137,31.51757,1249.0197,42.52169,1347.364,11.8549795,564.175,375.6785,216.18613,100.67969,432.1705,227.27336,1468.1609,160.90195,3895.041,496.07974,3114.999,702.4661,3614.737,2759.9236,5356.012,150.36095,289.87,1759.2997,27.055897,7.5170574,2.0604634,19.054733,0.0,3.5815513,2.2353146,8.926787,3.7094305,2.1050673,0.6510209,30.267118,207.50949,230.4169,4.1447425,132.09317,83.08501,3.4248202,1.7753257,17.716337,27.458536,69.524666,6.4066277,87.34453,87.28171,49.69889,59.886463,208.86263,317.112,53.127895,3.9536486,54.351543,5.8741903,237.1647,5.6829777,28.435173,255.30663,20.072302,197.00858,29.507984,29.882925,4.6335382,73.351585,27.760393,155.03346,65.0985,72.550835,76.6311,191.28941,134.84642,97.6687,79.66308,38.083458,122.13386,166.84085,91.13105,164.31583,158.0055,60.163757,17.227886,8.0223465,13.57809,37.074303,28.239803,35.062653,296.0553,116.99253,845.1659,181.95421,44.108322,210.11865,29.834103,62.69999,7.063321,24.268831,449.37326,435.80563,347.98758,9.905137,9.348536,52.591396,18.608356,77.36983,16.729605,78.90461,70.54359,50.911133,2.821153,78.097565,53.30646,16.308748,467.6672,75.80069,51.032875,11.347992,168.1522,29.453773,37.660107,104.61888,35.649837,5.8593473,79.97919,9.814528,108.882904,42.5326,832.29834,50.656418,141.15727,70.58777,23.517382,68.80414,325.73145,33.8775,145.76959,36.594296,48.254044,17.476171,132.95093,92.89627,39.670643,131.16599,58.086884,46.67425,139.00453,28.678051,17.625628,157.55206,13.717235,74.176414,43.806812,103.093185,177.45392,22.666904,46.605766,77.48503,167.31566,132.08365,58.76073,54.686363,108.56248,252.37695,720.39716,57.197308,393.79456,58.2231,86.14765,146.60075,28.262318,68.4447,240.67474,87.23086,77.260735,16.556477,21.295269,427.4795,142.56287,110.671936,69.22756,249.462,24.29379,302.98517,28.545977,30.870127,52.708534,102.32313,210.74669,109.721146,213.45592,85.82649,300.7543,95.30469,2.4096313,101.66131,53.892788,28.094004,37.47689,310.97296,68.953575,21.78434,42.59682,297.04828,81.18202,407.05692,10.923662,189.361,55.114647,278.32474,34.126095,30.559175,109.79788,45.793304,300.18448,15.415322,44.638527,141.39117,314.36493,526.2092,133.3316,24.39548,5.659061,3.9088495,6.198675,19.008286,4.474122,1,BIOKEY_16
BIOKEY_28_Pre,66.69256,271.4802,77.30023,10.458283,7.950401,530.7779,78.89105,10.591644,0.0,60.073605,0.0,5423.73,0.0,761.5143,110.713196,19.133018,623.81213,582.972,210.58792,226.03757,118.18928,8.408596,17.63805,366.39948,1037.8296,1678.0006,0.0,55.839672,71.41463,2286.594,9.449787,1638.9551,0.0,1725.2329,665.3648,85.752914,755.06213,158.99535,0.0,104.36175,784.4497,0.0,2204.1475,712.1908,745.5226,0.0,19.361069,8.681871,364.9258,117.92892,1251.9434,2095.2717,1671.1083,0.0,2219.3044,2926.1416,1311.268,31.53544,1967.5181,7.3440614,1745.8497,81.024895,174.04066,1635.4974,13.280048,8.688877,709.3242,1040.8098,942.93744,968.6872,241.81812,127.48047,360.75378,8796.726,141.57109,753.0129,582.75323,163.74182,40.708206,457.18167,161.2355,2539.954,107.85762,130.09987,2635.3494,329.0056,178.76456,0.0,1666.052,145.88655,34.101448,0.0,5077.4385,68.14173,176.02013,313.87915,162.09306,0.0,70.56749,2092.7546,677.365,1403.604,33.58918,1039.8744,63.645073,162.52728,25.738832,135.25287,35.740646,1293.841,86.33107,845.68744,5572.2104,1110.9164,0.0,154.8116,22.174742,258.0568,1184.4358,19.648106,2519.7356,2270.9385,991.2363,1823.0883,37.19499,338.563,151.7711,0.0,209.3631,131.627,633.9628,852.1524,26.148148,1454.5801,38.933903,0.0,79.01748,233.82458,196.66054,3660.9663,591.4024,0.0,246.93776,26.3916,2265.4915,76.99105,140.67451,106.83515,776.9864,173.99597,0.0,6.2489023,1021.9229,15.799449,1035.7697,0.0,426.54282,471.1526,339.20563,20.444075,1002.3657,682.3542,943.0706,285.3473,2860.0586,466.30084,931.18756,923.5398,3488.3704,3952.5376,5156.1274,174.73961,246.5942,3067.0815,0.0,5.3854475,0.0,20.521088,11.972289,0.0,5.9842453,0.0,0.0,0.0,0.0,17.469072,190.64433,206.3897,6.3794193,102.321785,134.8386,0.0,0.0,15.020584,6.298173,87.66724,0.0,71.316666,56.105927,63.19081,54.61429,157.26407,260.33548,69.94204,10.980222,47.99504,13.839483,234.21799,4.884286,123.970505,438.4241,32.675377,219.22311,13.668397,19.995224,0.0,9.239867,59.084034,120.30607,29.555014,111.23168,76.83936,148.01817,88.32807,147.89195,68.98411,60.65982,131.48438,156.52855,93.50526,123.030914,53.546135,34.18767,26.89135,0.0,19.276066,20.057251,12.481793,37.14166,161.99254,72.68428,1079.6744,132.10081,38.19977,158.82494,53.633186,23.60067,68.6733,17.351042,202.98822,145.80753,210.78853,22.200788,31.798553,18.68054,12.423553,39.64622,17.576355,13.839483,77.73494,50.78798,0.0,40.096523,37.490906,32.752796,509.81827,115.12119,45.142143,13.222954,114.54448,35.406418,77.086876,162.43433,80.69659,0.0,51.07139,6.298173,96.442215,60.778465,963.5127,22.472816,100.29875,65.1242,37.436855,41.87439,494.47653,31.392199,104.0505,58.94228,64.54113,97.51466,124.13725,75.40192,51.539955,35.91902,104.59851,30.901451,75.30151,22.910492,26.905155,131.19751,5.9842453,92.282585,25.382788,96.38627,209.08665,33.70854,47.085613,77.247604,201.94382,120.10618,47.081425,19.053007,75.28741,205.89815,545.2346,48.604797,267.93378,40.21536,78.350334,110.22617,29.011068,119.59639,126.96565,27.515638,93.11226,32.91693,31.087133,373.33102,54.529278,110.26836,22.189606,171.59665,0.0,44.725296,28.094294,28.695429,47.71477,36.637737,321.24426,127.88117,183.3249,104.393654,272.82962,79.98324,0.0,48.49147,84.52962,58.105324,34.300182,252.53583,19.717403,18.87262,48.440334,345.7197,69.17953,162.4947,0.0,153.70668,34.74005,247.61246,66.965775,62.618004,133.39569,110.507545,246.77237,25.716671,94.95179,129.50648,230.09229,636.28516,142.58072,18.56856,5.9842453,21.126953,11.988746,26.64945,0.0,0,BIOKEY_28
